  0.0000,  0.0000,  1.0000
  0.0000,  0.0000,  1.0000
  0.0000, -0.0000,  0.9992
 -0.0000, -0.0000,  0.9972
 -0.0000, -0.0000,  0.9941
 -0.0000,  0.0000,  0.9896
 -0.0000,  0.0002,  0.9838
 -0.0000,  0.0004,  0.9770
 -0.0000,  0.0007,  0.9689
 -0.0000,  0.0012,  0.9597
 -0.0000,  0.0017,  0.9495
 -0.0000,  0.0024,  0.9384
  0.0000,  0.0032,  0.9262
  0.0000,  0.0041,  0.9129
  0.0000,  0.0049,  0.8988
  0.0000,  0.0058,  0.8836
  0.0000,  0.0066,  0.8676
  0.0000,  0.0073,  0.8508
  0.0000,  0.0080,  0.8329
  0.0000,  0.0086,  0.8143
  0.0000,  0.0092,  0.7951
  0.0000,  0.0099,  0.7752
  0.0000,  0.0106,  0.7545
  0.0000,  0.0115,  0.7332
  0.0000,  0.0125,  0.7113
  0.0000,  0.0137,  0.6888
  0.0000,  0.0151,  0.6658
  0.0000,  0.0167,  0.6424
  0.0000,  0.0184,  0.6185
  0.0000,  0.0203,  0.5943
  0.0000,  0.0223,  0.5697
  0.0000,  0.0243,  0.5449
  0.0000,  0.0264,  0.5196
  0.0000,  0.0285,  0.4940
  0.0000,  0.0306,  0.4682
  0.0000,  0.0326,  0.4419
  0.0000,  0.0346,  0.4153
  0.0000,  0.0366,  0.3886
  0.0000,  0.0385,  0.3614
  0.0000,  0.0404,  0.3341
  0.0000,  0.0423,  0.3067
  0.0000,  0.0442,  0.2792
  0.0000,  0.0461,  0.2516
  0.0000,  0.0481,  0.2239
  0.0000,  0.0502,  0.1962
  0.0000,  0.0523,  0.1685
  0.0000,  0.0546,  0.1409
  0.0000,  0.0569,  0.1136
  0.0000,  0.0594,  0.0868
  0.0000,  0.0598,  0.0726
 -0.0000,  0.0597,  0.0623
 -0.0000,  0.0599,  0.0516
 -0.0000,  0.0605,  0.0403
 -0.0001,  0.0613,  0.0288
 -0.0001,  0.0623,  0.0170
 -0.0001,  0.0637,  0.0046
 -0.0001,  0.0653, -0.0082
 -0.0001,  0.0676, -0.0256
 -0.0000,  0.0703, -0.0443
 -0.0000,  0.0730, -0.0629
 -0.0000,  0.0758, -0.0813
 -0.0000,  0.0786, -0.0995
  0.0000,  0.0814, -0.1176
  0.0000,  0.0843, -0.1357
  0.0000,  0.0872, -0.1537
  0.0000,  0.0901, -0.1717
  0.0001,  0.0930, -0.1895
  0.0001,  0.0959, -0.2072
  0.0001,  0.0989, -0.2248
  0.0001,  0.1019, -0.2422
  0.0001,  0.1049, -0.2594
