  0.0000,  0.0000,  0.0000
  0.0000,  0.0000,  0.0000
 -0.0351, -0.0003, -0.0001
 -0.1090, -0.0004, -0.0002
 -0.2149, -0.0004, -0.0002
 -0.3415, -0.0003, -0.0002
 -0.4648, -0.0001, -0.0000
 -0.5636,  0.0002,  0.0001
 -0.6110,  0.0006,  0.0003
 -0.5982,  0.0008,  0.0006
 -0.5269,  0.0010,  0.0009
 -0.4049,  0.0009,  0.0012
 -0.2425,  0.0007,  0.0016
 -0.0633,  0.0002,  0.0020
  0.1026, -0.0003,  0.0024
  0.2180, -0.0009,  0.0029
  0.2686, -0.0014,  0.0034
  0.2436, -0.0017,  0.0040
  0.1259, -0.0017,  0.0046
 -0.0633, -0.0014,  0.0052
 -0.2994, -0.0007,  0.0059
 -0.5544,  0.0001,  0.0066
 -0.7953,  0.0010,  0.0073
 -0.9952,  0.0019,  0.0080
 -1.1358,  0.0025,  0.0087
 -1.1926,  0.0029,  0.0095
 -1.1698,  0.0029,  0.0103
 -1.0788,  0.0025,  0.0111
 -0.9222,  0.0018,  0.0120
 -0.7204,  0.0007,  0.0128
 -0.4966, -0.0005,  0.0137
 -0.2710, -0.0017,  0.0145
 -0.0675, -0.0028,  0.0153
  0.1020, -0.0036,  0.0161
  0.2255, -0.0040,  0.0169
  0.2845, -0.0039,  0.0177
  0.2847, -0.0033,  0.0185
  0.2315, -0.0023,  0.0194
  0.1222, -0.0009,  0.0203
 -0.0275,  0.0009,  0.0211
 -0.2048,  0.0029,  0.0220
 -0.3996,  0.0049,  0.0227
 -0.6048,  0.0069,  0.0234
 -0.8115,  0.0088,  0.0241
 -1.0147,  0.0107,  0.0247
 -1.2098,  0.0124,  0.0253
 -1.3938,  0.0140,  0.0258
 -1.5653,  0.0156,  0.0264
 -1.7185,  0.0173,  0.0269
 -1.8176,  0.0200,  0.0282
 -1.9433,  0.0213,  0.0282
 -2.0190,  0.0223,  0.0283
 -2.0114,  0.0227,  0.0287
 -1.9273,  0.0223,  0.0292
 -1.7822,  0.0212,  0.0299
 -1.5838,  0.0194,  0.0306
 -1.3527,  0.0171,  0.0314
 -1.1225,  0.0141,  0.0318
 -0.8835,  0.0114,  0.0327
 -0.6717,  0.0090,  0.0334
 -0.4995,  0.0070,  0.0339
 -0.3697,  0.0056,  0.0344
 -0.2884,  0.0050,  0.0348
 -0.2464,  0.0050,  0.0352
 -0.2374,  0.0057,  0.0355
 -0.2630,  0.0070,  0.0357
 -0.3153,  0.0088,  0.0359
 -0.3897,  0.0112,  0.0361
 -0.4880,  0.0141,  0.0361
 -0.6050,  0.0175,  0.0361
 -0.7392,  0.0214,  0.0360
 -0.8900,  0.0258,  0.0358
 -1.0609,  0.0308,  0.0354
 -1.2485,  0.0365,  0.0348
 -1.4514,  0.0430,  0.0341
 -1.6692,  0.0505,  0.0331
 -1.8883,  0.0548,  0.0317
 -2.1113,  0.0571,  0.0301
 -2.3156,  0.0615,  0.0286
 -2.4922,  0.0673,  0.0272
 -2.6308,  0.0748,  0.0260
 -2.7182,  0.0843,  0.0250
 -2.7311,  0.0968,  0.0246
 -2.6709,  0.1122,  0.0249
 -2.5469,  0.1310,  0.0260
 -2.3658,  0.1546,  0.0282
 -2.1540,  0.1832,  0.0314
 -1.9421,  0.2173,  0.0353
 -1.7620,  0.2591,  0.0393
 -1.6271,  0.3089,  0.0428
 -1.5474,  0.3675,  0.0452
 -1.5316,  0.4365,  0.0455
 -1.5328,  0.5228,  0.0462
 -1.6229,  0.6274,  0.0418
 -1.7518,  0.7456,  0.0345
 -1.9129,  0.8669,  0.0217
 -2.0138,  0.9819,  0.0128
 -2.0625,  1.0898,  0.0083
 -2.0552,  1.1914,  0.0099
 -1.9979,  1.2873,  0.0180
 -1.8987,  1.3763,  0.0324
 -1.7626,  1.4565,  0.0529
 -1.5925,  1.5241,  0.0797
 -1.4046,  1.5801,  0.1107
 -0.8259,  1.7468,  0.2336
 -0.3377,  2.0461,  0.1070
 -0.0899,  2.5368, -0.1386
  0.3853, -2.0367, -0.2153
  1.4810,  0.9391,  0.1585
  3.1011,  2.6500,  1.1269
  0.0347, -1.7397, -2.6043
  0.6263, -0.2786, -2.7644
  1.7366, -0.5172, -1.9063
 -1.3235, -1.1114,  1.3240
  2.8467,  2.3707, -0.7469
 -0.5396, -2.3589,  3.0115
  2.3812,  0.0384,  1.7688
  0.0000,  0.0000,  0.0000
  0.0000,  0.0000,  0.0000
 -0.0351, -0.0003, -0.0001
 -0.1090, -0.0004, -0.0002
 -0.2149, -0.0004, -0.0002
 -0.3415, -0.0003, -0.0002
 -0.4648, -0.0001, -0.0000
 -0.5636,  0.0002,  0.0001
 -0.6110,  0.0006,  0.0003
 -0.5982,  0.0008,  0.0006
 -0.5269,  0.0010,  0.0009
 -0.4049,  0.0009,  0.0012
 -0.2425,  0.0007,  0.0016
 -0.0633,  0.0002,  0.0020
  0.1026, -0.0003,  0.0024
