  0.0000,  0.0000,  1.0000
  0.0000,  0.0000,  1.0000
 -0.0000,  0.0000,  0.9994
 -0.0000,  0.0000,  0.9980
 -0.0000,  0.0000,  0.9959
 -0.0000,  0.0000,  0.9927
 -0.0000,  0.0000,  0.9886
 -0.0000, -0.0000,  0.9838
 -0.0000, -0.0000,  0.9780
 -0.0000, -0.0000,  0.9715
 -0.0000, -0.0000,  0.9642
 -0.0000, -0.0000,  0.9564
 -0.0000, -0.0001,  0.9476
 -0.0000, -0.0001,  0.9381
 -0.0000, -0.0001,  0.9281
  0.0000, -0.0001,  0.9173
  0.0000, -0.0002,  0.9058
  0.0000, -0.0002,  0.8938
  0.0000, -0.0002,  0.8811
  0.0000, -0.0002,  0.8678
  0.0000, -0.0003,  0.8541
  0.0000, -0.0003,  0.8399
  0.0000, -0.0003,  0.8252
  0.0000, -0.0003,  0.8099
  0.0000, -0.0003,  0.7943
  0.0000, -0.0004,  0.7782
  0.0000, -0.0004,  0.7616
  0.0000, -0.0004,  0.7448
  0.0000, -0.0005,  0.7275
  0.0000, -0.0005,  0.7098
  0.0000, -0.0006,  0.6919
  0.0000, -0.0006,  0.6739
  0.0000, -0.0007,  0.6554
  0.0000, -0.0008,  0.6367
  0.0000, -0.0008,  0.6178
  0.0000, -0.0009,  0.5986
  0.0000, -0.0009,  0.5793
  0.0000, -0.0009,  0.5598
  0.0000, -0.0010,  0.5401
  0.0000, -0.0010,  0.5203
  0.0000, -0.0010,  0.5005
  0.0000, -0.0011,  0.4806
  0.0000, -0.0011,  0.4606
  0.0000, -0.0011,  0.4405
  0.0000, -0.0011,  0.4205
  0.0000, -0.0012,  0.4003
  0.0000, -0.0012,  0.3802
  0.0000, -0.0013,  0.3602
  0.0000, -0.0013,  0.3401
  0.0000, -0.0014,  0.3200
  0.0000, -0.0014,  0.3001
  0.0000, -0.0015,  0.2804
  0.0000, -0.0016,  0.2607
  0.0000, -0.0016,  0.2410
  0.0000, -0.0017,  0.2216
  0.0000, -0.0018,  0.2022
  0.0000, -0.0018,  0.1830
  0.0000, -0.0019,  0.1641
  0.0000, -0.0020,  0.1452
  0.0000, -0.0020,  0.1265
  0.0000, -0.0021,  0.1081
  0.0000, -0.0021,  0.0900
  0.0000, -0.0022,  0.0720
  0.0000, -0.0022,  0.0542
  0.0000, -0.0022,  0.0368
  0.0000, -0.0023,  0.0195
  0.0000, -0.0023,  0.0025
  0.0000, -0.0023, -0.0141
  0.0000, -0.0023, -0.0306
  0.0000, -0.0024, -0.0468
  0.0000, -0.0024, -0.0626
  0.0000, -0.0024, -0.0780
  0.0000, -0.0024, -0.0932
  0.0000, -0.0024, -0.1081
  0.0000, -0.0025, -0.1226
  0.0000, -0.0025, -0.1369
  0.0000, -0.0025, -0.1508
  0.0000, -0.0025, -0.1643
  0.0000, -0.0025, -0.1775
  0.0000, -0.0026, -0.1904
  0.0000, -0.0026, -0.2029
  0.0000, -0.0026, -0.2150
  0.0000, -0.0026, -0.2268
  0.0000, -0.0027, -0.2382
  0.0000, -0.0027, -0.2493
  0.0000, -0.0027, -0.2600
  0.0000, -0.0027, -0.2704
 -0.0000, -0.0027, -0.2803
 -0.0000, -0.0028, -0.2900
 -0.0000, -0.0028, -0.2992
 -0.0000, -0.0028, -0.3081
 -0.0000, -0.0028, -0.3166
 -0.0000, -0.0028, -0.3247
 -0.0000, -0.0029, -0.3325
 -0.0000, -0.0029, -0.3399
 -0.0000, -0.0029, -0.3470
 -0.0000, -0.0029, -0.3537
 -0.0000, -0.0029, -0.3600
 -0.0000, -0.0029, -0.3661
 -0.0000, -0.0029, -0.3717
 -0.0000, -0.0029, -0.3770
